train,1,0.10722184079175402
train,2,0.10212213900128149
train,3,0.1014034043680215
train,4,0.10100780575090651
train,5,0.10073011358633618
test,5,0.10166735148064068
train,6,0.10055668969808397
train,7,0.10045596894420628
train,8,0.10037131830606794
train,9,0.10032530352060844
train,10,0.10030289567377337
test,10,0.10119996004686413
train,11,0.10026873718854978
train,12,0.10028863567169252
train,13,0.100305515943381
train,14,0.10023801893218406
train,15,0.10024182640531419
test,15,0.10106722242148708
train,16,0.10026102184420142
train,17,0.10022194285088416
train,18,0.10026031967103798
train,19,0.10025447797886086
train,20,0.10028290634109696
test,20,0.10110106717182504
train,21,0.10021000364274751
train,22,0.10034174175192032
train,23,0.10029974918449185
train,24,0.10027043619896141
train,25,0.10034927643583445
test,25,0.10164884352314696
train,26,0.10035442773287279
train,27,0.10027459426319199
train,28,0.1002676960015113
train,29,0.10027742715916206
train,30,0.10032465971652606
test,30,0.10172272002640437
